,country,ctyname,ptyid,ptyname,CPARTY,valueinf,routinization,polar,enpp,subsid,execoff,legisoff,formation,group,page,zpolar,zenpp,zsubsid,zexecoff,zlegisoff,zformation,zgroup,zpage,formal,informal,loyalty,formal_uncertain,inform_uncertain,value_uncertain,dependency,dominant,experience,president,coalition,gdppc,regime,volat,seatshare_t2,president_t2,partyinst_t1,routinization_t1,valueinf_t1,seatshare_t1,incumbent_t2
37,16,ECU,1601,Partido Social Cristiano,ECU_ Social Christian Party,0.738095224,0.692307711,3.252504826,6.122335202,3.433987141,1.609437943,13,0.400000006,0.285714298,4.043051243,-0.2249486,0.945440114,1.173902392,0.553742409,-0.382372499,0.068267204,0.082041748,0.828263819,0.717948735,0.666666687,0.738095224,0.066273771,0.074226961,0.074124932,0.041666668,0,7.552777778,4,1.515737534,2873.150369,8,31.07736343,8.8,0,0.715201497,0.692307711,0.738095224,13,0
51,18,GTM,1807,Unidad Nacional de la Esperanza,GTM_ National Unity for Hope,0.444444448,0.695601821,3.137057781,3.743292363,1.945910096,0.674926639,32.27848101,0.100000001,0.400000006,1.791759491,-0.262900919,-0.368974894,-0.006623776,-0.282354653,0.829468787,-0.938578367,0.526943207,-1.066809416,0.703703701,0.6875,0.444444448,0.092128471,0.097807594,0.14433758,0.111111112,0,5.036111111,0.963888889,1.623779058,2073.094747,12,38.18911728,15.18987342,0,0.570023119,0.695601821,0.444444448,32.27848053,1
50,18,GTM,1805,Partido Patriota,GTM_ Patriot Party,0.407407403,0.616402149,3.137057781,3.743292363,2.079441547,0,18.35443038,0.100000001,0,1.945910096,-0.262900919,-0.368974894,0.099309839,-0.886204123,-0.045794081,-0.938578367,-1.030212045,-0.937049806,0.518518507,0.714285731,0.407407403,0.062113002,0.10910894,0.128800258,0.111111112,0,0,0,0,2073.094747,12,38.18911728,35.44303797,1,0.511904776,0.616402149,0.407407403,18.35443115,0
54,20,MEX,2001,Partido Revolucionario Institucional,MEX_ Coalición PRI-PVEM ,0.888888896,0.947368443,5.271096706,3.044802027,3.465735912,3.218431234,20.6,0.800000012,0.894736826,4.127134323,0.438647926,-0.754889011,1.199089527,1.99329114,0.095361933,1.410727978,2.452898264,0.899042547,0.947368443,0.947368443,0.888888896,0.029434051,0.037158672,0.04802921,0.944444418,1,26.45277778,23.98888889,1.242391944,7834.073299,11,17.68,21.2,1,0.918128669,0.947368443,0.888888896,20.60000038,0
58,20,MEX,2005,Convergencia (Movimiento Ciudadano),MEX_ Movimiento Ciudadano,0.433333337,0.354166687,5.271096706,3.044802027,2.397895336,0,3.2,0.140000001,0.157894731,2.302585125,0.438647926,-0.754889011,0.351946652,-0.886204123,-0.998398483,-0.804332256,-0.415545493,-0.636810899,0.416666687,0.291666657,0.433333337,0.08703883,0.077628411,0.128833532,1,0,0,0,0,7834.073299,11,17.68,3.6,0,0.393750012,0.354166687,0.433333337,3.200000048,0
55,20,MEX,2002,Partido Accion  Nacional,MEX_ Partido Accion Nacional,0.851851881,0.837719321,5.271096706,3.044802027,3.465735912,2.206135273,41.2,0.800000012,0.105263159,4.234106541,0.438647926,-0.754889011,1.199089527,1.087600946,1.39027369,1.410727978,-0.620434284,0.989088714,0.833333373,0.842105269,0.851851881,0.041594516,0.056281801,0.049776293,0.888888896,0,8.197222222,8.080555556,0.110348061,7834.073299,11,17.68,41.2,0,0.844785571,0.837719321,0.851851881,41.20000076,1
56,20,MEX,2003,Partido de la Revolucionario Democratica,MEX_ Partido de la Revolucion Democrática,0.777777791,0.779727101,5.271096706,3.044802027,2.995732307,0,25.4,0.5,0.157894731,2.944438934,0.438647926,-0.754889011,0.826224685,-0.886204123,0.397088885,0.403882384,-0.415545493,-0.096516691,0.796296299,0.763157904,0.777777791,0.040554486,0.060456354,0.04802921,0.944444418,0,0,0,0,7834.073299,11,17.68,25,0,0.778752446,0.779727101,0.777777791,25.39999962,0
61,21,NIC,2103,Partido Liberal Constitucionalista,NIC_ Liberal Constitutionalist Party,0.843137264,0.833333313,5.520090103,2.467188068,0,1.974466801,27.17391304,0.899999976,0.277777791,3.68887949,0.520502567,-1.074019074,-1.550359607,0.880329728,0.508596778,1.746343017,0.051145818,0.530132115,0.833333313,0.833333313,0.843137264,0.063536674,0.072043821,0.059785835,0.533333361,0,8.288888889,6.202777778,1.126911759,1145.783734,18,13.18373072,2.173913043,0,0.838235259,0.833333313,0.843137264,27.17391396,0
60,21,NIC,2102,Frente Sandinista de Liberacion Nacional,NIC_ Sandinista National Liberation Front,0.980392158,0.907407403,5.520090103,2.467188068,0,1.090244055,41.30434783,0.899999976,0.555555582,3.850147486,0.520502567,-1.074019074,-1.550359607,0.089225292,1.396832943,1.746343017,1.132503629,0.665882945,0.870370388,0.944444418,0.980392158,0.068705216,0.039215684,0.020211302,0.65625,1,8.297222222,1.975,1.990913868,1145.783734,18,13.18373072,68.47826087,1,0.943899751,0.907407403,0.980392158,41.30434799,1
66,22,PAN,2205,Partido Cambio Democratico,PAN_ Democratic Change,0.541666687,0.447916687,0.432909697,3.183726654,2.397895336,0,3.846153846,0.050000001,0.125,2.302585125,-1.15186882,-0.678133488,0.351946652,-0.886204123,-0.957781374,-1.106385946,-0.543600976,-0.636810899,0.458333343,0.4375,0.541666687,0.093738191,0.121113032,0.164095819,0.428571433,0,5.075,0,1.804181933,4599.849256,19,19.54486176,19.71830986,1,0.494791687,0.447916687,0.541666687,3.846153736,0
62,22,PAN,2201,Partido Revolucionario Democratico,PAN_ Democratic Revolutionary Party,1,0.895833373,0.432909697,3.183726654,2.484906673,2.335374832,52.56410256,0.779999971,0.5,3.367295742,-1.15186882,-0.678133488,0.420974761,1.203230143,2.104618788,1.343604803,0.91623199,0.259432107,0.916666687,0.875,1,0.058321182,0.087481774,0,0.785714269,0,9.466666667,9.333333333,0.125163138,4599.849256,19,19.54486176,36.61971831,0,0.947916687,0.895833373,1,52.56410217,1
64,22,PAN,2203,Partido Molirena,PAN_ Liberal Republican Nationalist Movement,0.791666687,0.427083343,0.432909697,3.183726654,2.484906673,0,5.128205128,0.779999971,0.375,3.258096457,-1.15186882,-0.678133488,0.420974761,-0.886204123,-0.877191901,1.343604803,0.429620981,0.167511269,0.416666687,0.4375,0.791666687,0.130410135,0.121113032,0.115420952,0.5,0,9.808333333,0,2.38031745,4599.849256,19,19.54486176,2.816901408,0,0.609375,0.427083343,0.791666687,5.128205299,0
63,22,PAN,2202,Partido Panamenista (Arnulfista),PAN_ Panemeñista Party,1,0.78125,0.432909697,3.183726654,2.484906673,2.367123604,21.79487179,0.649999976,0.5,4.330733299,-1.15186882,-0.678133488,0.420974761,1.231635451,0.170471326,0.907305062,0.91623199,1.070426345,0.75,0.8125,1,0.089087076,0.097807594,0,0.857142866,0,9.808333333,9.666666667,0.13248919,4599.849256,19,19.54486176,30.98591549,0,0.890625,0.78125,1,21.79487228,0
75,24,PER,2402,Partido Aprista Peruano,PER_ Popular Alliance,0.969696999,0.901515126,5.32910347,3.941570067,1.791759491,2.131203413,30,0.949999988,0.727272749,4.43081665,0.45771721,-0.259426981,-0.128915042,1.020560265,0.686243951,1.914150596,1.800979257,1.154673696,0.939393938,0.863636374,0.969696999,0.042640142,0.073854893,0.031782083,0.090909094,0,8.563888889,7.425,0.76028651,2651.611882,7,46.90277778,3.333333333,0,0.935606062,0.901515126,0.969696999,30,1
69,23,PAR,2302,Partido Liberal Radical Autentico,PRY_ Authentic Liberal Radical Party,1,0.93589747,2.009405136,2.782185484,2.944438934,0,33.75,0.899999976,0.071428575,3.401197433,-0.633608043,-0.899983883,0.785532415,-0.886204123,0.921968162,1.746343017,-0.752148569,0.287969589,0.871794879,1,1,0.048725441,0,0,0.642857134,0,1.258333333,0,0.814627051,1529.472514,16,18.6875,33.75,0,0.967948735,0.93589747,1,33.75,1
70,23,PAR,2303,Partido Patria Querida,PRY_ Beloved Fatherland,0.333333343,0.370879114,2.009405136,2.782185484,1.945910096,0,3.75,0.109999999,0.5,1.791759491,-0.633608043,-0.899983883,-0.006623776,-0.886204123,-0.963825583,-0.90501684,0.91623199,-1.066809416,0.384615391,0.357142866,0.333333343,0.053376053,0.065011866,0.081084043,0.357142866,0,0,0,0,1529.472514,16,18.6875,1.25,0,0.352106214,0.370879114,0.333333343,3.75,0
10,12,BRA,1202,Partido Liberal (Partido da Republica),RA_ Social Liberal Party,0.25,0.508547008,4.072059631,8.116785227,3.178053856,0,4.483430799,0.129999995,0.449999988,3.135494232,0.04447373,2.047368288,0.970864594,-0.886204123,-0.917722285,-0.837893844,0.721587539,0.064308211,0.555555582,0.461538464,0.25,0.078242086,0.071237534,0.073702775,0.382352948,0,3.763888889,0,1.561064363,4660.440294,23,13.84015595,7.992202729,0,0.379273504,0.508547008,0.25,4.483430862,0
46,17,ELS,1704,Partido Democrata Cristiano,SLV_ Christian Democratic Party,0.692307711,0.47863251,13.50585651,3.456462618,0,1.791759491,7.142857143,0.620000005,0.142857149,3.871201038,3.145761728,-0.527447581,-1.550359607,0.716863513,-0.750551283,0.806620598,-0.474085122,0.683605194,0.512820542,0.444444448,0.692307711,0.063530207,0.058925565,0.082976446,0.625,0,10.14444444,5,1.815548301,2811.824099,24,11.23015873,5.952380952,0,0.58547008,0.47863251,0.692307711,7.142857075,0
44,17,ELS,1702,Frente Farabundo Marti para la Liberacion Nacional,SLV_ Farabundo Marti National Liberation Front,0.820512831,0.87339747,13.50585651,3.456462618,0,0,38.0952381,0.400000006,0.428571433,3.33220458,3.145761728,-0.527447581,-1.550359607,-0.886204123,1.195108891,0.068267204,0.638168573,0.229893371,0.871794879,0.875,0.820512831,0.048725441,0.06818182,0.093089834,0.300000012,0,0,0,0,2811.824099,24,11.23015873,41.66666667,1,0.84695518,0.87339747,0.820512831,38.09523773,0
45,17,ELS,1703,Partido de Conciliacion Nacional,SLV_ National Coalition Party,0.717948735,0.507051289,13.50585651,3.456462618,0,0,11.9047619,0.589999974,0.142857149,3.850147486,3.145761728,-0.527447581,-1.550359607,-0.886204123,-0.451218933,0.705935955,-0.474085122,0.665882945,0.56410259,0.449999988,0.717948735,0.046225019,0.052704629,0.08647909,0.611111104,0,19.86944444,0,3.038286209,2811.824099,24,11.23015873,13.0952381,0,0.612500012,0.507051289,0.717948735,11.90476227,0
43,17,ELS,1701,Alianza Republicana Nacionalista,SLV_ Nationalist Republican Alliance,0.923076928,0.961538434,13.50585651,3.456462618,0,3.024481773,40.47619048,0.319999993,0,3.295836926,3.145761728,-0.527447581,-1.550359607,1.819766641,1.344774961,-0.200224981,-1.030212045,0.199280113,0.923076928,1,0.923076928,0.04219747,0,0.080064073,0.25,1,19.86944444,19.58333333,0.251623034,2811.824099,24,11.23015873,38.0952381,0,0.942307711,0.961538434,0.923076928,40.47618866,1
68,23,PAR,2301,Alianza Nacional Republicana,SLV_ Nationalist Republican Alliance,1,1,2.009405136,2.782185484,2.944438934,2.77258873,37.5,0.699999988,0.285714298,4.795790672,-0.633608043,-0.899983883,0.785532415,1.594400644,1.157692432,1.0751127,0.082041748,1.461898446,1,1,1,0,0,0,0.571428597,1,15.21944444,15,0.198395386,1529.472514,16,18.6875,55,1,1,1,1,37.5,0
84,26,URY,2603,Frente Amplio,URY_ Broad Front,0.895833313,0.848958373,2.650480747,2.830114374,0,1.57553637,52.52525253,0.74000001,0.882352948,3.610917807,-0.422859371,-0.873503327,-1.550359607,0.523411036,2.102176666,1.209358811,2.404689074,0.464506209,0.791666687,0.90625,0.895833313,0.076173939,0.05204165,0.0412011,0.59375,0,3.891666667,3.833333333,0.056695342,5210.095608,23,15.46296296,50.50505051,1,0.872395873,0.848958373,0.895833313,52.5252533,1
83,26,URY,2602,Partido Colorado,URY_ Colorado Party,0.854166687,0.688541651,2.650480747,2.830114374,0,2.77258873,10.1010101,0.649999976,0,5.147494316,-0.422859371,-0.873503327,-1.550359607,1.594400644,-0.564602375,0.907305062,-1.030212045,1.757952452,0.533333361,0.84375,0.854166687,0.073771112,0.061801653,0.044095855,0.466666669,0,20.29166667,15,1.839226007,5210.095608,23,15.46296296,17.17171717,0,0.771354198,0.688541651,0.854166687,10.10101032,0
82,26,URY,2601,Partido Nacional,URY_ National Party,0.854166687,0.800000012,2.650480747,2.830114374,0,1.791759491,36.36363636,0.649999976,0,5.147494316,-0.422859371,-0.873503327,-1.550359607,0.716863513,1.086260796,0.907305062,-1.030212045,1.757952452,0.666666687,0.933333337,0.854166687,0.076980039,0.04702004,0.044095855,0.5,0,15.21944444,5,2.417648315,5210.095608,23,15.46296296,30.3030303,0,0.827083349,0.800000012,0.854166687,36.36363602,0
85,27,VEN,2701,Movimiento V Republica,VEN_ United Socialist Party of Venezuela/Great Patriotic Pole,0.433333337,0.912878811,0.154233113,3.052626196,0,2.390036106,68.26347305,0.140000001,0.25,2.397895336,-1.243481517,-0.750566125,-1.550359607,1.252135038,3.091477871,-0.804332256,-0.056990009,-0.556581497,0.916666687,0.909090936,0.433333337,0.062471297,0.063960217,0.148610398,0.958333313,1,10.05555556,9.913888889,0.13248919,5389.561541,40,43.87204522,58.78787879,1,0.673106074,0.912878811,0.433333337,68.26347351,1
3,10,ARG,1004,Frente para la Victoria,,0.587301612,0.65625,2.055735588,3.46260096,1.791759491,1.887069702,53.307393,0.100000001,0.521739125,1.609437943,-0.618377268,-0.524056137,-0.128915042,0.802136481,2.151341677,-0.938578367,1.000859976,-1.220282435,0.6875,0.625,0.587301612,0.073493086,0.074535601,0.090996832,0.71875,0,5.686111111,5.6,0.082603529,5531.899801,25,16.94552529,40.85603113,1,0.621775806,0.65625,0.587301612,53.30739212,1
4,10,ARG,1005,Propuesta Republicana,,0.370370388,0.391666681,2.055735588,3.46260096,1.386294365,0,5.447470817,0.100000001,0.043478262,1.098612309,-0.618377268,-0.524056137,-0.450579971,-0.886204123,-0.857122898,-0.938578367,-0.860956013,-1.650280952,0.533333361,0.25,0.370370388,0.190029234,0.142857134,0.124226004,0.357142866,0,0,0,0,5531.899801,25,16.94552529,11.67315175,0,0.381018519,0.391666681,0.370370388,5.447470665,0
6,11,BOL,1102,Poder Democratico Social,,0.358974367,0.457912475,10.37717915,4.327043426,0,0,33.07692308,0.100000001,0,1.098612309,2.117233276,-0.046453901,-1.550359607,-0.886204123,0.879658699,-0.938578367,-1.030212045,-1.650280952,0.370370388,0.545454562,0.358974367,0.092128471,0.085280284,0.061633356,0.318181813,0,0,0,0,1033.618371,26,35.6474359,NA,0,0.408443421,0.457912475,0.358974367,33.07692337,0
7,11,BOL,1103,Movimiento Nacionalista Revolucionario,,0.897435904,0.563888907,10.37717915,4.327043426,0,2.56644392,5.384615385,0.75,0,4.189654827,2.117233276,-0.046453901,-1.550359607,1.409965158,-0.861073971,1.24292028,-1.030212045,0.951670527,0.527777791,0.600000024,0.897435904,0.100122355,0.13146843,0.060662691,0.318181813,0,12.19444444,12.01944444,0.161268145,1033.618371,26,35.6474359,0,0,0.730662405,0.563888907,0.897435904,5.384615421,0
16,12,BRA,1208,Partido Trabalhista Brasileiro,,0.541666687,0.660984874,4.072059631,8.116785227,3.33220458,0,4.288499025,0.560000002,0.349999994,3.295836926,0.04447373,2.047368288,1.09315598,-0.886204123,-0.929975629,0.605251491,0.332298756,0.199280113,0.696969688,0.625,0.541666687,0.056853522,0.06818182,0.082402207,0.46875,0,13.40833333,0,2.667806625,4660.440294,23,13.84015595,4.093567251,0,0.60132575,0.660984874,0.541666687,4.288498878,0
17,12,BRA,1209,Partido Democratico Trabalhista,,0.740740776,0.633333325,4.072059631,8.116785227,3.401197433,0,4.678362573,0.680000007,0.5,3.367295742,0.04447373,2.047368288,1.147889614,-0.886204123,-0.905468941,1.007989764,0.91623199,0.259432107,0.666666687,0.600000024,0.740740776,0.055555556,0.055328336,0.070998564,0.633333325,0,3.436111111,0,1.489778161,4660.440294,23,13.84015595,5.458089669,0,0.687037051,0.633333325,0.740740776,4.67836237,0
18,12,BRA,1210,Partido Comunista do Brasil,,0.759259284,0.619047642,4.072059631,8.116785227,3.637586117,0,2.53411306,0.629999995,0.349999994,3.828641415,0.04447373,2.047368288,1.335422277,-0.886204123,-1.040256023,0.840182066,0.332298756,0.647779763,0.666666687,0.571428597,0.759259284,0.042854954,0.091940664,0.086832225,0.70588237,0,6.069444444,0,1.955781937,4660.440294,23,13.84015595,2.923976608,0,0.689153433,0.619047642,0.759259284,2.534113169,0
